Agents,Rounds,Rating,Kpr,Deaths,Dpr,HsPerc,Tier
chamber,20,1.28,0.95,11,0.55,52.8,C
cypher,22,1.12,0.91,16,0.73,41.36,S
jett,22,1.26,0.86,14,0.64,49.48,S
neon,22,1.09,0.77,16,0.73,44.09,C
sova,64,0.94,0.63,37,0.58,34.05,S
sova,24,1.19,0.79,16,0.67,45.09,S
tejo,20,1.04,0.7,12,0.6,34.27,S
sova,48,1.09,0.71,28,0.58,37.4,S
jett,24,1.0,0.88,17,0.71,44.63,S
neon,24,1.28,0.92,14,0.58,46.94,C
tejo,23,1.04,0.7,15,0.65,32.29,S
chamber,18,1.46,1.22,12,0.67,55.27,C
sova,35,1.07,0.77,20,0.57,47.72,S
jett,17,1.47,0.94,8,0.47,40.0,S
cypher,40,0.64,0.48,34,0.85,25.7,S
deadlock,18,0.62,0.56,16,0.89,37.32,C
sova,35,0.77,0.49,28,0.8,34.93,S
jett,17,0.55,0.59,16,0.94,39.29,S
sova,22,0.87,0.55,14,0.64,37.48,S
jett,22,0.94,0.64,13,0.59,25.62,S
sova,22,0.76,0.55,18,0.82,35.83,S
neon,22,0.57,0.55,18,0.82,36.5,C
skye,24,1.15,0.67,14,0.58,47.13,C
cypher,53,0.81,0.62,35,0.66,35.33,S
harbor,23,1.49,0.96,15,0.65,57.83,C
jett,23,1.25,0.96,15,0.65,29.11,S
neon,53,1.13,0.89,39,0.74,53.47,C
sova,76,1.03,0.55,42,0.55,39.31,S
cypher,32,0.58,0.53,31,0.97,44.42,S
jett,14,0.43,0.36,13,0.93,36.8,S
neon,18,0.51,0.39,16,0.89,45.9,C
sova,32,1.03,0.66,27,0.84,36.78,S
clove,23,0.88,0.74,19,0.83,31.97,S
neon,53,0.93,0.72,41,0.77,52.4,C
cypher,23,1.02,0.74,18,0.78,40.25,S
harbor,23,1.07,0.78,13,0.57,45.01,C
sova,53,0.74,0.42,35,0.66,48.8,S
cypher,24,0.64,0.54,19,0.79,30.82,S
deadlock,18,1.43,1.0,8,0.44,51.24,C
neon,32,1.48,1.09,17,0.53,41.94,C
sova,32,1.43,0.81,12,0.38,44.0,S
cypher,18,1.22,0.89,12,0.67,44.12,S
neon,18,1.7,1.11,8,0.44,35.58,C
cypher,18,0.66,0.39,12,0.67,32.31,S
sova,40,0.54,0.33,27,0.68,48.67,S
harbor,22,1.48,1.05,13,0.59,52.87,C
jett,22,1.39,1.09,15,0.68,44.96,S
neon,18,0.98,0.89,15,0.83,44.2,C
jett,16,0.63,0.56,14,0.88,36.21,S
sova,16,0.52,0.31,14,0.88,46.91,S
jett,40,1.39,1.13,25,0.62,44.74,S
sova,40,1.03,0.5,22,0.55,42.45,S
chamber,23,0.64,0.48,16,0.7,48.37,C
cypher,23,0.67,0.52,16,0.7,33.38,S
jett,23,0.92,0.74,17,0.74,53.95,S
sova,23,1.01,0.61,15,0.65,28.66,S
chamber,19,0.82,0.58,11,0.58,54.2,C
neon,20,1.2,0.85,15,0.75,39.52,C
cypher,20,1.02,0.7,10,0.5,41.06,S
harbor,19,1.27,0.74,10,0.53,28.04,C
jett,19,1.12,0.79,12,0.63,39.22,S
sova,39,0.91,0.64,29,0.74,32.16,S
cypher,20,0.92,0.6,14,0.7,35.54,S
harbor,19,1.0,0.63,13,0.68,39.76,C
jett,19,0.53,0.47,15,0.79,46.04,S
sova,39,1.31,0.9,28,0.72,44.9,S
cypher,18,0.73,0.44,13,0.72,41.1,S
cypher,26,0.66,0.5,22,0.85,29.44,S
sova,18,0.85,0.67,15,0.83,33.01,S
neon,18,0.49,0.44,14,0.78,52.55,C
cypher,41,1.09,0.66,22,0.54,36.4,S
deadlock,18,1.17,0.72,9,0.5,56.45,C
sova,18,1.41,0.94,10,0.56,42.98,S
cypher,23,0.75,0.48,15,0.65,39.62,S
sova,18,0.71,0.67,14,0.78,49.02,S
skye,23,0.87,0.52,16,0.7,49.78,C
neon,18,1.4,1.06,14,0.78,43.47,C
sova,18,1.07,0.5,8,0.44,38.37,S
sova,70,0.7,0.47,55,0.79,37.93,S
jett,91,0.95,0.66,63,0.69,43.78,S
sova,66,1.05,0.59,37,0.56,48.55,S
chamber,23,0.64,0.48,16,0.7,39.23,C
cypher,174,0.9,0.61,122,0.7,45.45,S
cypher,22,1.07,0.59,14,0.64,53.89,S
deadlock,81,0.79,0.6,60,0.74,43.13,C
sova,141,1.0,0.63,88,0.62,43.83,S
jett,38,1.08,0.87,30,0.79,30.23,S
chamber,56,1.42,1.16,36,0.64,25.43,C
cypher,65,1.12,0.89,50,0.77,45.85,S
neon,23,1.18,0.96,19,0.83,42.2,C
cypher,43,1.07,0.63,27,0.63,37.14,S
sova,258,1.06,0.69,154,0.6,44.05,S
jett,71,1.32,0.94,45,0.63,43.88,S
neon,65,1.0,0.82,50,0.77,51.06,C
jett,23,0.92,0.74,17,0.74,42.17,S
cypher,23,0.67,0.52,16,0.7,33.62,S
sova,45,0.88,0.58,33,0.73,47.88,S
neon,22,0.57,0.55,18,0.82,37.2,C
cypher,61,0.94,0.64,41,0.67,45.25,S
chamber,19,0.82,0.58,11,0.58,37.34,C
clove,23,0.88,0.74,19,0.83,35.56,S
neon,91,0.9,0.69,70,0.77,41.41,C
cypher,26,0.66,0.5,22,0.85,38.3,S
sova,110,0.82,0.54,79,0.72,43.48,S
harbor,42,1.16,0.76,23,0.55,41.05,C
jett,19,1.12,0.79,12,0.63,28.17,S
tejo,20,0.94,0.75,15,0.75,38.04,S
skye,40,0.79,0.5,29,0.72,45.59,C
cypher,83,1.01,0.66,55,0.66,38.94,S
neon,83,1.43,0.99,48,0.58,43.29,C
skye,23,0.87,0.52,16,0.7,47.49,C
cypher,71,0.77,0.56,47,0.66,34.62,S
cypher,23,0.75,0.48,15,0.65,27.26,S
sova,134,0.84,0.5,83,0.62,38.75,S
harbor,45,1.48,1.0,28,0.62,41.17,C
jett,45,1.32,1.02,30,0.67,37.11,S
neon,89,1.15,0.92,68,0.76,41.72,C
sova,64,1.41,0.89,35,0.55,48.43,S
tejo,43,1.04,0.7,27,0.63,41.89,S
neon,24,0.96,0.75,19,0.79,43.64,C
cypher,59,1.19,0.83,45,0.76,56.73,S
jett,16,0.62,0.63,16,1.0,35.56,S
neon,38,0.86,0.71,30,0.79,43.01,C
sova,75,0.67,0.44,65,0.87,33.37,S
harbor,19,1.0,0.63,13,0.68,34.09,C
cypher,52,0.71,0.56,45,0.87,33.96,S
jett,33,0.49,0.42,28,0.85,33.57,S
neon,18,0.51,0.39,16,0.89,39.66,C
sova,71,1.18,0.79,55,0.77,60.53,S
cypher,61,0.93,0.67,43,0.7,35.37,S
jett,63,0.83,0.7,51,0.81,37.19,S
neon,19,1.13,0.84,13,0.68,42.46,C
sova,82,0.96,0.67,57,0.7,44.27,S
deadlock,109,0.87,0.7,74,0.68,43.67,C
sova,185,1.13,0.66,99,0.54,52.55,S
tejo,50,0.74,0.48,34,0.68,19.95,S
jett,64,1.25,1.03,42,0.66,25.92,S
neon,171,1.28,0.94,109,0.64,40.31,C
deadlock,19,0.41,0.32,16,0.84,45.26,C
tejo,15,0.3,0.33,15,1.0,22.77,S
deadlock,15,1.44,0.87,5,0.33,22.0,C
cypher,15,1.87,0.93,4,0.27,51.71,S
sova,15,1.45,1.0,5,0.33,49.31,S
tejo,19,0.92,0.53,11,0.58,31.94,S
tejo,23,0.67,0.48,17,0.74,31.0,S
cypher,24,0.8,0.54,18,0.75,31.64,S
deadlock,23,0.95,0.57,16,0.7,40.98,C
tejo,24,1.64,1.0,14,0.58,40.35,S
jett,24,0.73,0.63,20,0.83,43.61,S
cypher,24,1.21,0.79,15,0.62,20.1,S
jett,23,1.56,1.13,16,0.7,38.85,S
neon,24,0.71,0.75,21,0.88,31.45,C
sova,24,1.35,0.92,14,0.58,42.51,S
tejo,23,0.64,0.39,14,0.61,34.72,S
cypher,21,0.92,0.57,12,0.57,47.52,S
cypher,21,1.46,1.1,14,0.67,30.77,S
neon,21,0.41,0.43,19,0.9,37.46,C
sova,21,0.96,0.67,13,0.62,46.21,S
tejo,21,1.47,0.95,11,0.52,60.19,S
cypher,21,0.83,0.57,15,0.71,36.17,S
tejo,42,1.26,0.9,30,0.71,45.92,S
cypher,24,1.13,0.75,15,0.62,28.11,S
tejo,46,1.01,0.65,27,0.59,22.64,S
neon,22,0.71,0.59,17,0.77,46.5,C
cypher,24,0.97,0.58,16,0.67,40.4,S
sova,22,0.84,0.5,15,0.68,48.99,S
tejo,24,1.28,0.79,15,0.62,31.95,S
chamber,20,1.68,1.15,10,0.5,51.66,C
sova,20,1.14,0.65,12,0.6,56.65,S
tejo,26,1.19,0.73,17,0.65,45.46,S
chamber,20,1.52,1.05,14,0.7,47.11,C
neon,26,1.09,0.85,19,0.73,42.73,C
tejo,46,0.75,0.46,32,0.7,26.43,S
tejo,21,0.91,0.57,14,0.67,51.18,S
cypher,54,0.76,0.48,37,0.69,34.39,S
tejo,77,0.89,0.57,53,0.69,44.22,S
neon,51,1.42,1.0,35,0.69,31.98,C
chamber,21,1.34,0.86,15,0.71,33.48,C
neon,28,0.48,0.54,25,0.89,49.76,C
cypher,54,1.01,0.76,38,0.7,39.22,S
sova,21,0.96,0.62,17,0.81,51.35,S
tejo,77,0.87,0.48,50,0.65,38.97,S
skye,22,0.82,0.5,16,0.73,24.42,C
deadlock,17,0.99,0.71,15,0.88,47.2,C
deadlock,22,0.28,0.32,19,0.86,31.6,C
tejo,39,1.04,0.62,22,0.56,47.31,S
cypher,34,1.18,0.68,18,0.53,42.76,S
tejo,60,1.15,0.67,34,0.57,29.8,S
tejo,48,0.94,0.67,33,0.69,42.49,S
cypher,26,0.89,0.81,20,0.77,59.51,S
deadlock,48,1.19,0.73,28,0.58,46.6,C
jett,14,1.44,1.21,8,0.57,47.08,S
tejo,26,1.3,1.0,19,0.73,52.76,S
cypher,21,1.21,0.76,11,0.52,45.13,S
neon,38,1.55,1.24,27,0.71,48.4,C
tejo,38,0.88,0.5,21,0.55,31.87,S
cypher,45,1.09,0.89,35,0.78,44.53,S
tejo,45,0.84,0.58,31,0.69,48.56,S
tejo,38,0.71,0.58,33,0.87,32.15,S
cypher,24,1.45,0.83,16,0.67,54.34,S
deadlock,21,1.39,0.95,12,0.57,44.21,C
neon,45,0.63,0.56,36,0.8,32.1,C
sova,21,1.09,0.57,11,0.52,49.52,S
tejo,21,0.83,0.62,16,0.76,37.83,S
harbor,21,0.87,0.57,13,0.62,46.82,C
tejo,24,0.71,0.5,18,0.75,36.67,S
cypher,21,1.11,0.76,15,0.71,41.44,S
sova,21,1.38,1.0,10,0.48,50.11,S
tejo,21,0.92,0.57,16,0.76,41.95,S
jett,21,1.52,1.05,13,0.62,29.58,S
neon,21,0.46,0.38,17,0.81,28.35,C
jett,21,1.26,0.95,16,0.76,50.86,S
neon,45,1.0,0.87,36,0.8,41.24,C
sova,24,0.83,0.63,20,0.83,35.47,S
tejo,42,0.76,0.55,30,0.71,28.95,S
harbor,20,1.21,0.9,14,0.7,34.76,C
tejo,22,1.29,0.77,12,0.55,27.13,S
sova,20,1.21,0.7,11,0.55,41.79,S
tejo,24,0.92,0.63,17,0.71,35.83,S
jett,20,1.55,1.2,12,0.6,39.47,S
neon,24,1.33,1.08,19,0.79,43.94,C
chamber,22,0.61,0.41,15,0.68,41.57,C
jett,20,0.86,0.7,17,0.85,56.95,S
neon,24,0.9,0.67,16,0.67,29.24,C
tejo,66,0.68,0.45,50,0.76,47.7,S
harbor,18,0.56,0.44,15,0.83,45.54,C
neon,44,1.03,0.8,32,0.73,35.93,C
deadlock,40,0.71,0.45,26,0.65,40.93,C
chamber,23,0.71,0.57,19,0.83,35.4,C
deadlock,22,0.7,0.59,18,0.82,40.83,C
deadlock,23,1.33,1.0,13,0.57,57.51,C
skye,23,0.63,0.3,15,0.65,42.64,C
neon,35,0.56,0.51,31,0.89,42.05,C
neon,18,1.64,1.33,12,0.67,44.5,C
neon,20,1.17,0.85,14,0.7,31.03,C
neon,23,0.65,0.57,17,0.74,38.11,C
chamber,23,1.45,0.96,13,0.57,54.69,C
deadlock,41,1.13,0.71,25,0.61,30.0,C
neon,26,1.53,1.12,18,0.69,37.24,C
deadlock,24,1.01,0.71,17,0.71,42.43,C
skye,42,1.14,0.69,27,0.64,33.9,C
neon,18,0.95,0.72,11,0.61,35.98,C
deadlock,26,0.91,0.73,19,0.73,38.07,C
neon,17,0.68,0.59,16,0.94,27.46,C
neon,24,0.78,0.58,17,0.71,32.33,C
chamber,24,1.29,0.92,15,0.62,49.87,C
deadlock,43,1.21,0.84,29,0.67,32.58,C
neon,17,0.76,0.76,12,0.71,29.14,C
neon,21,0.55,0.52,19,0.9,32.96,C
neon,18,0.42,0.39,16,0.89,42.64,C
chamber,20,0.72,0.55,14,0.7,38.32,C
neon,18,0.28,0.33,15,0.83,32.94,C
neon,22,1.4,0.95,14,0.64,44.73,C
deadlock,43,1.04,0.77,30,0.7,28.13,C
neon,89,0.84,0.66,67,0.75,44.56,C
chamber,23,0.71,0.57,19,0.83,42.13,C
neon,85,0.85,0.81,70,0.82,38.27,C
harbor,81,0.89,0.6,58,0.72,48.29,C
neon,273,1.22,0.97,194,0.71,35.0,C
skye,103,0.92,0.52,72,0.7,48.62,C
deadlock,85,0.88,0.65,63,0.74,41.82,C
deadlock,59,0.68,0.53,50,0.85,35.81,C
neon,79,0.95,0.77,59,0.75,41.54,C
neon,45,0.57,0.6,40,0.89,38.02,C
chamber,130,1.08,0.86,88,0.68,52.92,C
neon,89,1.0,0.76,63,0.71,33.31,C
deadlock,45,0.91,0.67,35,0.78,34.36,C
neon,35,0.56,0.51,31,0.89,46.27,C
neon,56,0.68,0.55,49,0.88,33.7,C
deadlock,15,1.44,0.87,5,0.33,53.26,C
chamber,65,1.43,0.97,40,0.62,58.34,C
neon,96,0.99,0.86,70,0.73,39.55,C
neon,71,0.78,0.79,55,0.77,47.19,C
neon,39,1.17,0.69,31,0.79,31.35,C
neon,41,0.49,0.46,32,0.78,44.4,C
neon,73,0.42,0.7,57,0.78,42.36,C
deadlock,229,1.05,0.66,148,0.65,45.18,C
deadlock,22,0.28,0.41,19,0.86,32.06,C
neon,26,0.93,0.81,21,0.81,28.33,C
neon,26,1.05,0.69,17,0.65,45.73,C
neon,26,0.78,0.69,23,0.88,23.35,C
neon,19,1.55,1.05,12,0.63,42.92,C
neon,40,0.65,0.6,36,0.9,46.33,C
neon,26,1.54,1.08,17,0.65,47.14,C
neon,22,1.24,0.86,15,0.68,58.75,C
deadlock,24,0.61,0.38,17,0.71,46.32,C
neon,20,0.86,0.75,13,0.65,37.07,C
neon,20,0.89,0.7,17,0.85,40.42,C
deadlock,21,1.3,0.76,12,0.57,42.66,C
deadlock,21,0.82,0.57,15,0.71,27.36,C
deadlock,24,0.8,0.58,18,0.75,32.28,C
neon,21,0.81,0.62,14,0.67,36.35,C
deadlock,20,1.08,0.65,11,0.55,25.81,C
neon,15,1.12,0.87,11,0.73,43.24,C
deadlock,39,0.93,0.69,32,0.82,38.35,C
chamber,16,0.95,0.81,14,0.88,27.68,C
chamber,24,0.86,0.67,16,0.67,44.57,C
neon,24,0.62,0.54,19,0.79,44.81,C
harbor,24,0.81,0.67,20,0.83,41.88,C
chamber,17,0.6,0.53,15,0.88,35.67,C
deadlock,18,1.16,0.83,13,0.72,47.27,C
neon,26,0.35,0.42,22,0.85,42.84,C
neon,19,1.36,1.05,12,0.63,47.92,C
chamber,23,0.74,0.48,16,0.7,32.6,C
deadlock,17,1.26,0.88,8,0.47,47.25,C
neon,37,0.56,0.51,31,0.84,47.94,C
neon,21,0.76,0.71,16,0.76,36.25,C
neon,34,0.57,0.44,26,0.76,55.1,C
neon,34,1.2,0.85,24,0.71,38.61,C
neon,24,1.45,1.08,15,0.62,46.1,C
harbor,15,0.94,0.47,9,0.6,34.52,C
harbor,15,1.26,0.67,8,0.53,44.25,C
deadlock,14,1.15,0.64,5,0.36,29.58,C
neon,22,0.83,0.64,16,0.73,36.19,C
chamber,19,0.82,0.68,14,0.74,32.14,C
neon,26,0.66,0.54,20,0.77,40.32,C
skye,22,0.76,0.41,14,0.64,46.94,C
chamber,22,1.07,0.91,17,0.77,48.11,C
neon,19,1.77,1.16,10,0.53,28.39,C
deadlock,24,0.54,0.33,18,0.75,53.64,C
harbor,44,1.01,0.7,30,0.68,43.92,C
deadlock,22,0.63,0.64,15,0.68,34.75,C
neon,23,0.89,0.83,19,0.83,42.92,C
deadlock,18,0.93,0.78,14,0.78,42.97,C
neon,18,0.99,0.72,14,0.78,35.63,C
neon,23,0.99,0.87,17,0.74,44.36,C
neon,20,1.37,0.85,10,0.5,39.64,C
deadlock,22,1.07,0.77,14,0.64,39.35,C
neon,18,1.12,0.89,16,0.89,36.29,C
deadlock,19,1.03,0.63,11,0.58,30.2,C
deadlock,24,1.54,0.96,16,0.67,45.41,C
harbor,19,0.71,0.63,17,0.89,43.86,C
skye,22,0.76,0.41,14,0.64,43.1,C
chamber,45,1.07,0.98,38,0.84,49.64,C
neon,54,1.08,0.81,37,0.69,45.17,C
deadlock,24,1.54,0.96,16,0.67,39.98,C
harbor,117,0.94,0.65,84,0.72,47.46,C
deadlock,24,0.54,0.33,18,0.75,26.44,C
chamber,23,0.74,0.48,16,0.7,31.99,C
deadlock,67,0.57,0.45,51,0.76,30.71,C
chamber,16,0.95,0.81,14,0.88,49.7,C
chamber,43,0.84,0.67,30,0.7,48.64,C
deadlock,20,1.08,0.65,11,0.55,46.0,C
neon,38,1.19,0.79,24,0.63,51.44,C
neon,22,0.83,0.64,16,0.73,33.53,C
neon,95,1.18,0.83,65,0.68,45.65,C
deadlock,156,0.98,0.69,101,0.65,40.7,C
neon,84,0.74,0.63,66,0.79,46.76,C
neon,185,1.02,0.82,140,0.76,41.2,C
deadlock,58,1.05,0.79,41,0.71,39.14,C
neon,24,1.45,1.08,15,0.62,50.17,C
chamber,17,0.6,0.53,15,0.88,45.27,C
neon,86,0.53,0.47,68,0.79,33.03,C
neon,61,0.96,0.8,52,0.85,40.71,C
neon,35,1.24,0.89,23,0.66,35.15,C
harbor,19,0.82,0.58,17,0.89,18.7,C
deadlock,19,1.04,0.63,11,0.58,43.26,C
neon,26,0.67,0.54,19,0.73,44.43,C
neon,26,1.13,0.92,21,0.81,44.82,C
neon,24,0.65,0.63,20,0.83,24.06,C
neon,24,0.91,0.71,19,0.79,37.97,C
deadlock,21,1.2,1.0,17,0.81,25.77,C
neon,21,1.2,0.9,13,0.62,55.0,C
deadlock,21,0.94,0.52,15,0.71,30.83,C
neon,21,0.73,0.62,16,0.76,50.16,C
harbor,22,0.71,0.45,16,0.73,46.23,C
neon,42,1.04,0.81,28,0.67,35.54,C
deadlock,22,1.3,0.86,13,0.59,34.82,C
deadlock,22,0.89,0.5,13,0.59,43.08,C
neon,16,1.37,0.94,13,0.81,36.17,C
neon,16,1.52,1.19,10,0.62,47.76,C
neon,21,1.03,0.71,16,0.76,37.16,C
neon,39,0.61,0.54,32,0.82,24.59,C
harbor,17,0.64,0.53,12,0.71,21.78,C
neon,26,0.99,0.81,18,0.69,44.39,C
deadlock,24,0.77,0.54,16,0.67,35.55,C
harbor,21,0.69,0.57,14,0.67,35.92,C
neon,41,0.55,0.56,36,0.88,44.13,C
skye,26,0.78,0.5,16,0.62,49.43,C
neon,15,2.45,1.73,5,0.33,52.48,C
chamber,18,1.06,0.83,12,0.67,40.22,C
neon,37,0.62,0.46,30,0.81,42.12,C
deadlock,21,1.31,0.71,10,0.48,32.4,C
neon,23,0.91,0.87,14,0.61,45.61,C
chamber,24,0.97,0.58,15,0.62,45.26,C
neon,20,1.26,0.85,12,0.6,49.14,C
neon,32,1.15,0.91,24,0.75,27.61,C
neon,22,1.14,0.77,16,0.73,35.77,C
neon,32,1.28,0.91,22,0.69,36.55,C
deadlock,18,0.99,0.72,14,0.78,41.76,C
neon,21,0.97,0.76,16,0.76,45.37,C
neon,38,1.15,0.92,26,0.68,55.73,C
neon,36,1.4,1.14,25,0.69,41.92,C
neon,19,1.08,0.79,13,0.68,38.48,C
chamber,23,1.21,0.91,14,0.61,53.42,C
deadlock,24,1.17,0.67,14,0.58,44.43,C
neon,22,1.21,0.86,16,0.73,52.9,C
neon,22,0.76,0.77,21,0.95,42.41,C
deadlock,39,0.78,0.59,33,0.85,29.84,C
chamber,22,0.89,0.77,17,0.77,30.87,C
neon,17,1.11,0.94,13,0.76,30.91,C
neon,22,1.64,1.27,17,0.77,51.84,C
neon,58,1.01,0.83,44,0.76,51.73,C
chamber,22,0.8,0.64,16,0.73,55.35,C
neon,23,1.25,1.09,16,0.7,52.04,C
neon,23,1.17,0.96,16,0.7,53.3,C
neon,38,0.95,0.76,27,0.71,37.28,C
chamber,23,0.76,0.7,18,0.78,31.51,C
neon,23,0.24,0.26,21,0.91,42.12,C
chamber,28,1.53,1.14,19,0.68,49.3,C
neon,20,0.89,0.85,16,0.8,42.96,C
deadlock,16,1.16,0.81,12,0.75,45.2,C
neon,39,1.09,0.69,26,0.67,44.13,C
chamber,23,0.47,0.35,16,0.7,48.17,C
neon,17,1.51,1.0,10,0.59,55.64,C
deadlock,23,1.01,0.87,18,0.78,46.81,C
deadlock,18,0.94,0.61,13,0.72,47.11,C
neon,19,0.54,0.47,16,0.84,42.09,C
neon,21,1.09,0.9,18,0.86,38.43,C
deadlock,39,1.11,0.72,23,0.59,48.53,C
neon,63,1.24,0.87,46,0.73,31.7,C
neon,21,0.97,0.67,12,0.57,50.57,C
deadlock,20,1.05,0.8,13,0.65,33.24,C
chamber,68,0.93,0.75,48,0.71,44.11,C
neon,85,0.85,0.66,62,0.73,34.0,C
neon,88,0.74,0.68,72,0.82,44.67,C
deadlock,21,1.2,1.0,17,0.81,43.25,C
neon,200,1.15,0.89,139,0.7,30.54,C
neon,22,1.64,1.27,17,0.77,49.91,C
neon,36,1.0,0.72,26,0.72,36.82,C
skye,26,0.78,0.5,16,0.62,47.09,C
neon,93,1.37,0.97,63,0.68,44.27,C
deadlock,21,0.94,0.52,15,0.71,42.68,C
neon,152,0.93,0.76,115,0.76,33.86,C
harbor,22,0.71,0.45,16,0.73,33.95,C
deadlock,100,1.18,0.72,59,0.59,38.81,C
neon,225,1.08,0.82,158,0.7,49.45,C
chamber,52,1.27,0.88,34,0.65,57.02,C
neon,41,0.99,0.88,34,0.83,35.72,C
deadlock,57,0.83,0.6,46,0.81,48.13,C
chamber,63,0.79,0.63,45,0.71,23.26,C
neon,37,0.62,0.46,30,0.81,28.57,C
deadlock,40,1.16,0.8,27,0.68,34.89,C
harbor,19,0.82,0.58,17,0.89,27.86,C
deadlock,84,1.0,0.7,55,0.65,29.13,C
neon,21,0.97,0.76,16,0.76,44.82,C
harbor,38,0.67,0.55,26,0.68,38.35,C
deadlock,24,0.77,0.54,16,0.67,43.08,C
neon,76,1.01,0.82,58,0.76,47.64,C
neon,45,1.2,0.93,32,0.71,45.74,C
deadlock,22,0.62,0.55,20,0.91,43.48,C
harbor,17,0.79,0.71,11,0.65,41.34,C
harbor,24,0.82,0.63,17,0.71,31.12,C
harbor,18,1.25,1.06,11,0.61,54.18,C
neon,21,1.4,0.95,13,0.62,39.83,C
harbor,18,0.79,0.61,14,0.78,32.38,C
neon,21,1.13,0.86,18,0.86,40.3,C
neon,20,0.64,0.55,17,0.85,31.4,C
neon,22,1.21,1.0,16,0.73,40.82,C
chamber,18,1.45,0.83,8,0.44,47.53,C
neon,42,1.05,0.86,34,0.81,44.91,C
harbor,28,1.45,0.89,16,0.57,37.16,C
neon,22,0.73,0.68,20,0.91,35.62,C
neon,47,0.67,0.51,39,0.83,47.05,C
harbor,24,1.21,0.96,18,0.75,47.57,C
neon,26,1.23,0.96,19,0.73,60.36,C
neon,28,1.41,1.07,20,0.71,54.46,C
neon,41,0.89,0.71,32,0.78,50.01,C
harbor,21,1.21,0.9,16,0.76,31.82,C
deadlock,19,1.06,0.84,16,0.84,47.79,C
neon,18,0.91,0.83,17,0.94,40.36,C
neon,16,1.53,1.06,9,0.56,41.71,C
neon,40,1.19,0.83,29,0.72,43.88,C
neon,23,0.81,0.83,21,0.91,48.58,C
neon,26,1.56,1.23,19,0.73,50.47,C
neon,23,0.6,0.43,16,0.7,31.67,C
neon,38,0.87,0.71,31,0.82,46.48,C
harbor,21,1.41,1.1,14,0.67,40.54,C
deadlock,16,0.37,0.25,14,0.88,37.19,C
chamber,23,1.71,1.22,13,0.57,45.21,C
neon,43,0.66,0.51,33,0.77,37.19,C
deadlock,16,0.99,0.69,9,0.56,48.55,C
chamber,19,1.13,0.68,11,0.58,33.84,C
deadlock,19,0.65,0.58,17,0.89,54.24,C
harbor,19,1.28,0.95,12,0.63,29.89,C
neon,28,0.8,0.75,25,0.89,35.6,C
neon,19,0.82,0.58,16,0.84,42.04,C
neon,17,1.07,0.71,10,0.59,47.05,C
neon,28,0.89,0.82,22,0.79,41.08,C
neon,19,1.19,1.0,15,0.79,43.22,C
neon,30,1.17,0.9,22,0.73,46.44,C
chamber,20,0.85,0.7,17,0.85,38.35,C
neon,30,0.97,0.8,24,0.8,52.75,C
neon,42,0.83,0.6,30,0.71,47.03,C
neon,23,1.14,0.96,18,0.78,50.34,C
neon,24,0.52,0.5,20,0.83,30.63,C
harbor,18,0.43,0.28,12,0.67,36.8,C
neon,42,1.16,0.93,33,0.79,40.58,C
harbor,18,1.45,1.06,16,0.89,35.44,C
neon,24,0.57,0.42,18,0.75,41.08,C
neon,17,1.74,1.18,7,0.41,44.22,C
harbor,18,0.71,0.5,12,0.67,44.88,C
harbor,18,1.14,0.83,12,0.67,34.38,C
harbor,22,0.72,0.55,16,0.73,53.41,C
neon,23,1.0,0.78,18,0.78,34.39,C
harbor,16,0.35,0.31,14,0.88,37.81,C
chamber,23,0.96,0.74,15,0.65,48.53,C
neon,23,0.9,0.87,21,0.91,36.85,C
neon,28,1.07,0.79,20,0.71,49.04,C
harbor,18,1.45,1.06,16,0.89,33.65,C
neon,64,0.79,0.61,48,0.75,51.72,C
neon,127,1.18,0.92,94,0.74,43.39,C
neon,23,1.14,0.96,18,0.78,38.59,C
deadlock,16,0.37,0.25,14,0.88,33.07,C
neon,52,0.82,0.65,40,0.77,46.81,C
deadlock,19,0.65,0.58,17,0.89,34.0,C
harbor,104,1.09,0.84,74,0.71,36.73,C
chamber,39,0.99,0.69,28,0.72,39.37,C
neon,70,1.12,0.87,55,0.79,32.96,C
harbor,46,1.16,0.74,28,0.61,57.08,C
deadlock,57,0.87,0.68,45,0.79,35.95,C
neon,98,0.92,0.8,84,0.86,47.77,C
neon,98,1.12,0.81,63,0.64,44.66,C
harbor,42,0.96,0.71,29,0.69,33.7,C
chamber,64,1.37,0.94,36,0.56,44.87,C
neon,214,0.88,0.68,172,0.8,46.67,C
harbor,90,0.83,0.67,64,0.71,39.51,C
neon,97,1.1,0.87,72,0.74,52.32,C
neon,91,0.89,0.77,76,0.84,49.15,C
neon,24,0.88,0.71,20,0.83,47.81,C
skye,28,0.93,0.71,21,0.75,37.42,C
neon,21,0.72,0.71,16,0.76,32.38,C
chamber,54,0.81,0.54,39,0.72,34.73,C
neon,30,1.16,0.87,24,0.8,43.87,C
neon,26,1.09,0.92,21,0.81,47.09,C
chamber,16,1.57,1.0,4,0.25,30.63,C
chamber,19,1.0,0.68,12,0.63,41.7,C
skye,22,1.38,0.86,12,0.55,45.46,C
skye,21,1.11,0.81,17,0.81,39.4,C
chamber,34,0.79,0.62,26,0.76,50.45,C
neon,17,1.31,1.06,12,0.71,48.29,C
skye,21,1.27,0.81,12,0.57,54.02,C
skye,14,0.45,0.36,13,0.93,34.43,C
skye,14,0.65,0.21,8,0.57,45.04,C
neon,17,1.19,0.65,10,0.59,54.86,C
